ID,Número de Caso,Fecha,Tipo Principal,Descripción,Ubicación,¿Hubo Arresto?,Violencia Doméstica,Distrito,Barrio,Área Comunitaria,Latitud,Longitud,Año,Mes,Día,Hora,Día de la Semana,¿Es Fin de Semana?
10566234,HZ313243,2016-06-18 15:55:00,THEFT,FROM BUILDING,RESTAURANT,No,No,18.0,42.0,8.0,41.89043914,-87.624112982,2016,6,18,15,Sábado,Sí
8946528,HV618826,2012-12-27 22:36:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Sí,No,5.0,34.0,53.0,41.679114149,-87.627496055,2012,12,27,22,Jueves,No
9433592,HW577455,2013-12-19 21:49:00,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,Sí,No,7.0,16.0,68.0,41.789807681,-87.652332926,2013,12,19,21,Jueves,No
9168061,HW313480,2013-06-11 05:15:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,15.0,28.0,25.0,41.87767921,-87.746302469,2013,6,11,5,Martes,No
8549836,HV225928,2012-04-03 07:00:00,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,Sí,No,2.0,3.0,37.0,41.80171934,-87.630703621,2012,4,3,7,Martes,No
9181280,HW326371,2013-06-17 08:00:00,ASSAULT,SIMPLE,RESIDENCE,No,Sí,8.0,13.0,62.0,41.791259885,-87.737344685,2013,6,17,8,Lunes,No
9914924,HY104413,2015-01-04 22:00:00,THEFT,OVER $500,STREET,No,No,19.0,47.0,4.0,41.967510535,-87.677661529,2015,1,4,22,Domingo,Sí
8662962,HV337768,2012-06-14 10:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,No,No,15.0,29.0,25.0,41.891063753,-87.76835585,2012,6,14,10,Jueves,No
9776247,HX426107,2014-09-12 14:07:00,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING/GROUNDS,No,No,12.0,2.0,28.0,41.869185256,-87.671988881,2014,9,12,14,Viernes,No
10335408,HY526511,2015-12-05 13:30:00,THEFT,POCKET-PICKING,SIDEWALK,No,No,18.0,42.0,8.0,41.896943556,-87.624206307,2015,12,5,13,Sábado,Sí
10439157,HZ177891,2016-03-07 11:30:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",Sí,No,4.0,8.0,43.0,41.758868246,-87.576838856,2016,3,7,11,Lunes,No
9728258,HX377775,2014-08-07 12:50:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,No,No,8.0,18.0,66.0,41.762322662,-87.686850824,2014,8,7,12,Jueves,No
10263490,HY451328,2015-10-02 15:30:00,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,No,No,4.0,7.0,48.0,41.725587419,-87.559433241,2015,10,2,15,Viernes,No
8572019,HV246680,2012-04-17 19:30:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,No,No,3.0,6.0,69.0,41.766343251,-87.610441476,2012,4,17,19,Martes,No
9576813,HX227102,2014-04-17 15:00:00,BATTERY,SIMPLE,STREET,Sí,No,20.0,46.0,3.0,41.970281428,-87.657654526,2014,4,17,15,Jueves,No
9609102,HX259504,2014-05-13 02:30:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,No,Sí,6.0,8.0,44.0,41.74348344,-87.601372333,2014,5,13,2,Martes,No
8743335,HV419115,2012-08-07 00:07:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Sí,Sí,25.0,31.0,19.0,41.930485909,-87.757001525,2012,8,7,0,Martes,No
8541995,HV217799,2012-03-28 09:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, GROUNDS",Sí,No,8.0,14.0,57.0,41.803201891,-87.72198373,2012,3,28,9,Miércoles,No
9504885,HX160008,2014-02-21 19:45:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,Sí,No,1.0,2.0,33.0,41.866843668,-87.625816668,2014,2,21,19,Viernes,No
10275537,HY463348,2015-10-15 12:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,8.0,15.0,66.0,41.774275859,-87.712041213,2015,10,15,12,Jueves,No
9052012,HW197372,2013-03-08 09:00:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,No,No,8.0,18.0,70.0,41.743160381,-87.717548206,2013,3,8,9,Viernes,No
9722710,HX373143,2014-08-02 18:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,No,No,22.0,34.0,49.0,41.696021605,-87.640511276,2014,8,2,18,Sábado,Sí
10770513,HZ535767,2016-12-01 02:00:00,THEFT,$500 AND UNDER,STREET,No,No,17.0,45.0,16.0,41.964484249,-87.737689121,2016,12,1,2,Jueves,No
9770052,HX421326,2014-09-09 03:04:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Sí,No,15.0,24.0,25.0,41.871059536,-87.753761273,2014,9,9,3,Martes,No
10257089,HY444431,2015-09-30 13:20:00,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,No,No,18.0,42.0,8.0,41.895003278,-87.62152816,2015,9,30,13,Miércoles,No
8633075,HV307438,2012-05-28 16:45:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,No,No,24.0,49.0,1.0,42.013033459,-87.668035334,2012,5,28,16,Lunes,No
8626702,HV300143,2012-02-06 19:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,No,No,3.0,5.0,43.0,41.760274825,-87.588408167,2012,2,6,19,Lunes,No
8844126,HV517325,2012-10-13 21:00:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,No,No,19.0,47.0,6.0,41.955196309,-87.672229048,2012,10,13,21,Sábado,Sí
10684069,HZ436892,2016-09-16 16:03:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,No,Sí,9.0,16.0,61.0,41.798906593,-87.677608025,2016,9,16,16,Viernes,No
10386965,HZ120760,2016-01-19 13:08:00,ASSAULT,SIMPLE,CTA BUS,Sí,No,22.0,21.0,73.0,41.721005667,-87.643202686,2016,1,19,13,Martes,No
9263367,HW408304,2013-08-14 22:53:00,BATTERY,SIMPLE,STREET,Sí,No,11.0,28.0,26.0,41.877049534,-87.728609571,2013,8,14,22,Miércoles,No
8921766,HV593644,2012-12-06 22:00:00,THEFT,$500 AND UNDER,STREET,No,No,2.0,20.0,68.0,41.786936207,-87.630307716,2012,12,6,22,Jueves,No
8731954,HV408202,2012-07-30 21:45:00,THEFT,$500 AND UNDER,STREET,No,No,7.0,20.0,68.0,41.776151397,-87.641651267,2012,7,30,21,Lunes,No
9997664,HY187868,2015-03-16 17:17:00,THEFT,POCKET-PICKING,CTA TRAIN,No,No,18.0,42.0,8.0,41.896888586,-87.628203192,2015,3,16,17,Lunes,No
10200466,HY388067,2015-08-18 19:10:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Sí,No,24.0,40.0,1.0,42.002282312,-87.670505657,2015,8,18,19,Martes,No
10164487,HY352848,2015-07-23 19:45:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Sí,No,4.0,8.0,45.0,41.749145886,-87.588283986,2015,7,23,19,Jueves,No
10362260,HY553974,2015-05-07 01:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,No,No,2.0,3.0,38.0,41.808782124,-87.626070778,2015,5,7,1,Jueves,No
20654,HV515941,2012-10-12 23:36:00,HOMICIDE,FIRST DEGREE MURDER,STREET,No,No,7.0,6.0,68.0,41.764881306,-87.635870858,2012,10,12,23,Viernes,No
9238045,HW384421,2013-07-29 16:30:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,Sí,No,25.0,37.0,25.0,41.909573038,-87.750117639,2013,7,29,16,Lunes,No
9776054,HX425763,2014-09-07 09:00:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,No,No,3.0,20.0,69.0,41.777725763,-87.615563714,2014,9,7,9,Domingo,Sí
9288939,HW432472,2013-09-01 00:12:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,No,Sí,17.0,30.0,15.0,41.945293366,-87.743954971,2013,9,1,0,Domingo,Sí
8780735,HV454191,2012-08-30 08:15:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,No,No,12.0,1.0,24.0,41.894851555,-87.685358097,2012,8,30,8,Jueves,No
8709903,HV386264,2012-07-16 08:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,No,No,18.0,43.0,7.0,41.91824156,-87.644498728,2012,7,16,8,Lunes,No
9632794,HX283643,2014-05-31 08:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,3.0,20.0,42.0,41.776225627,-87.608292128,2014,5,31,8,Sábado,Sí
10692607,HZ447116,2016-09-23 22:41:00,BATTERY,SIMPLE,SIDEWALK,Sí,No,10.0,12.0,30.0,41.846320164,-87.705743992,2016,9,23,22,Viernes,No
8722183,HV398776,2012-07-24 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,7.0,6.0,68.0,41.773168477,-87.634868256,2012,7,24,18,Martes,No
9221924,HW368247,2013-07-18 14:36:00,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,Sí,No,2.0,3.0,40.0,41.794611377,-87.627972184,2013,7,18,14,Jueves,No
9111389,HW256333,2013-05-01 21:10:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,Sí,No,12.0,2.0,28.0,41.877822179,-87.655181405,2013,5,1,21,Miércoles,No
9457628,HX110465,2014-01-11 10:15:00,NARCOTICS,POSS: PCP,STREET,Sí,No,24.0,50.0,2.0,41.994546335,-87.689777521,2014,1,11,10,Sábado,Sí
9585447,HX235548,2014-04-23 10:26:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,No,No,8.0,13.0,64.0,41.777874382,-87.770776601,2014,4,23,10,Miércoles,No
10049214,HY238604,2015-04-28 01:04:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Sí,No,11.0,24.0,27.0,41.872497397,-87.710742126,2015,4,28,1,Martes,No
9548607,HX200492,2014-03-26 15:15:00,ASSAULT,SIMPLE,SIDEWALK,No,No,25.0,37.0,25.0,41.908444923,-87.752236623,2014,3,26,15,Miércoles,No
8681437,HV356616,2012-06-27 18:00:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,No,No,19.0,44.0,6.0,41.943731737,-87.640703062,2012,6,27,18,Miércoles,No
8513038,HV189760,2012-03-09 09:15:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",Sí,No,4.0,8.0,43.0,41.756321504,-87.579756798,2012,3,9,9,Viernes,No
10427676,HZ165407,2016-02-25 23:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,20.0,48.0,3.0,41.975625223,-87.657796632,2016,2,25,23,Jueves,No
9998290,HY188308,2015-03-17 09:54:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE-GARAGE,No,No,6.0,17.0,44.0,41.749791866,-87.635209674,2015,3,17,9,Martes,No
10550996,HZ297470,2016-06-07 15:45:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,No,No,14.0,32.0,22.0,41.914239387,-87.673280155,2016,6,7,15,Martes,No
8627435,HV300843,2012-05-22 09:30:00,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,No,No,18.0,43.0,8.0,41.909368929,-87.649458193,2012,5,22,9,Martes,No
9825799,HX475884,2014-10-21 06:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,25.0,36.0,19.0,41.918668163,-87.786517042,2014,10,21,6,Martes,No
10772106,HZ537824,2016-12-02 10:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,18.0,27.0,8.0,41.897659797,-87.637212153,2016,12,2,10,Viernes,No
8867825,HV538819,2012-10-28 21:45:00,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,No,No,4.0,8.0,48.0,41.726601911,-87.58498376,2012,10,28,21,Domingo,Sí
10082865,HY271224,2015-05-22 19:30:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,Sí,No,7.0,17.0,68.0,41.77234448,-87.653507479,2015,5,22,19,Viernes,No
9771261,HX422049,2014-09-09 16:15:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,No,Sí,25.0,37.0,25.0,41.914512189,-87.758185019,2014,9,9,16,Martes,No
8534431,HV210997,2012-03-23 11:15:00,ASSAULT,SIMPLE,OTHER,No,No,1.0,2.0,28.0,41.878019784,-87.64183905,2012,3,23,11,Viernes,No
10390829,HZ127788,2016-01-24 00:01:00,THEFT,OVER $500,ALLEY,No,No,18.0,32.0,7.0,41.925126405,-87.670062851,2016,1,24,0,Domingo,Sí
8773643,HV448470,2012-08-26 17:30:00,THEFT,$500 AND UNDER,APARTMENT,No,No,22.0,19.0,75.0,41.69338987,-87.6693478,2012,8,26,17,Domingo,Sí
10423051,HZ161325,2016-02-22 17:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Sí,No,10.0,24.0,29.0,41.855004494,-87.726446037,2016,2,22,17,Lunes,No
10272430,HY460470,2015-10-13 14:00:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Sí,No,6.0,18.0,70.0,41.74023455,-87.682620521,2015,10,13,14,Martes,No
10294624,HY482166,2015-10-29 08:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,No,No,17.0,33.0,21.0,41.939367576,-87.701950868,2015,10,29,8,Jueves,No
10720488,HZ479096,2016-10-14 14:00:00,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,No,No,19.0,43.0,7.0,41.928202012,-87.642036006,2016,10,14,14,Viernes,No
8729058,HV405360,2012-07-29 02:30:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),No,No,3.0,6.0,69.0,41.759658977,-87.621563446,2012,7,29,2,Domingo,Sí
8741248,HV417226,2012-08-04 16:00:00,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,Sí,No,5.0,9.0,53.0,41.676213251,-87.621689299,2012,8,4,16,Sábado,Sí
9230772,HW376705,2013-07-24 09:30:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,No,No,1.0,42.0,32.0,41.881749633,-87.624355971,2013,7,24,9,Miércoles,No
9168371,HW313716,2013-06-08 18:00:00,THEFT,OVER $500,STREET,No,No,6.0,6.0,44.0,41.739320626,-87.621069926,2013,6,8,18,Sábado,Sí
9932887,HY122010,2015-01-17 13:00:00,THEFT,$500 AND UNDER,STREET,No,No,16.0,41.0,10.0,42.000426773,-87.802943399,2015,1,17,13,Sábado,Sí
9973355,HY163021,2015-02-25 01:34:00,ARSON,ATTEMPT ARSON,DRIVEWAY - RESIDENTIAL,No,No,4.0,8.0,45.0,41.751427627,-87.59144226,2015,2,25,1,Miércoles,No
9740470,HX390690,2014-08-16 23:46:00,BATTERY,SIMPLE,SIDEWALK,No,No,9.0,20.0,61.0,41.795999287,-87.64826271,2014,8,16,23,Sábado,Sí
10705345,HZ461471,2016-10-04 23:00:00,BATTERY,SIMPLE,GROCERY FOOD STORE,No,No,3.0,5.0,43.0,41.765755571,-87.576292427,2016,10,4,23,Martes,No
9259946,HW405283,2013-08-12 19:00:00,ASSAULT,SIMPLE,APARTMENT,No,Sí,8.0,23.0,57.0,41.801389403,-87.733194466,2013,8,12,19,Lunes,No
10749879,HZ511706,2016-11-10 23:00:00,THEFT,$500 AND UNDER,BAR OR TAVERN,No,No,18.0,42.0,8.0,41.894368873,-87.637115665,2016,11,10,23,Jueves,No
10608416,HZ360528,2016-07-22 21:44:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Sí,Sí,4.0,8.0,47.0,41.729150335,-87.601007524,2016,7,22,21,Viernes,No
10370540,HZ106490,2015-12-22 19:30:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,No,Sí,4.0,8.0,48.0,41.736249728,-87.579346644,2015,12,22,19,Martes,No
9686402,HX336888,2014-07-07 19:00:00,THEFT,$500 AND UNDER,STREET,No,No,25.0,36.0,25.0,41.916852176,-87.806027883,2014,7,7,19,Lunes,No
9311923,HW456406,2013-09-18 02:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Sí,Sí,8.0,13.0,65.0,41.779349236,-87.736208427,2013,9,18,2,Miércoles,No
10472454,HZ211943,2016-04-03 12:30:00,THEFT,PURSE-SNATCHING,STREET,No,No,20.0,47.0,4.0,41.972525531,-87.684174249,2016,4,3,12,Domingo,Sí
9948500,HY137394,2015-01-30 20:45:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,No,No,12.0,1.0,24.0,41.900972236,-87.671583838,2015,1,30,20,Viernes,No
10008455,HY197909,2015-03-25 13:20:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, GROUNDS",Sí,No,11.0,28.0,23.0,41.894272651,-87.726052394,2015,3,25,13,Miércoles,No
10100964,HY289392,2015-06-05 06:45:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,No,No,9.0,12.0,58.0,41.809428612,-87.694241722,2015,6,5,6,Viernes,No
8679320,HV354592,2012-06-26 21:05:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,VEHICLE NON-COMMERCIAL,Sí,No,6.0,21.0,71.0,41.739649958,-87.64768945,2012,6,26,21,Martes,No
8596505,HV270270,2012-05-03 21:00:00,BATTERY,SIMPLE,RESIDENCE,No,No,4.0,10.0,46.0,41.74236417,-87.544219507,2012,5,3,21,Jueves,No
9010968,HW158320,2013-02-15 21:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,6.0,17.0,71.0,41.753326207,-87.646539749,2013,2,15,21,Viernes,No
8763081,HV432975,2012-08-09 09:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,No,No,15.0,28.0,25.0,41.891320902,-87.752244945,2012,8,9,9,Jueves,No
9369851,HW512951,2013-10-30 07:00:00,THEFT,OVER $500,CONSTRUCTION SITE,No,No,19.0,44.0,6.0,41.94044477,-87.654124986,2013,10,30,7,Miércoles,No
9356530,HW499961,2013-10-20 05:30:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,No,No,4.0,10.0,46.0,41.733302365,-87.54700494,2013,10,20,5,Domingo,Sí
10686976,HZ440765,2016-09-15 12:00:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",No,No,20.0,40.0,4.0,41.96938944,-87.700488807,2016,9,15,12,Jueves,No
9186499,HW331810,2013-06-23 14:51:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Sí,No,9.0,14.0,63.0,41.796875846,-87.687787248,2013,6,23,14,Domingo,Sí
9396109,HW539526,2013-11-18 16:30:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,No,No,2.0,4.0,39.0,41.806890268,-87.589834384,2013,11,18,16,Lunes,No
9408071,HW551476,2013-11-28 20:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,No,Sí,9.0,12.0,58.0,41.829851779,-87.694783471,2013,11,28,20,Jueves,No
10227629,HY415079,2015-09-04 20:00:00,THEFT,OVER $500,STREET,No,No,20.0,40.0,2.0,41.983719931,-87.70403231,2015,9,4,20,Viernes,No
8821702,HV494759,2012-09-27 22:25:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Sí,No,10.0,22.0,30.0,41.843506743,-87.708663447,2012,9,27,22,Jueves,No
9008795,HW155951,2013-02-12 08:30:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,No,No,11.0,24.0,27.0,41.870825474,-87.716720969,2013,2,12,8,Martes,No
8614215,HV288074,2012-05-15 19:17:00,BATTERY,SIMPLE,CONVENIENCE STORE,No,No,11.0,27.0,23.0,41.892824617,-87.711356453,2012,5,15,19,Martes,No
9234077,HW380572,2013-07-26 10:41:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,No,No,8.0,13.0,65.0,41.771220594,-87.735675284,2013,7,26,10,Viernes,No
8518412,HV195303,2012-03-12 18:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,No,No,4.0,7.0,51.0,41.721664337,-87.577769905,2012,3,12,18,Lunes,No
9174721,HW318804,2013-06-14 18:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,CTA GARAGE / OTHER PROPERTY,No,Sí,24.0,49.0,1.0,42.018498254,-87.672983233,2013,6,14,18,Viernes,No
8619280,HV292747,2012-05-18 19:43:00,BATTERY,SIMPLE,GAS STATION,No,No,15.0,28.0,25.0,41.880399914,-87.753008553,2012,5,18,19,Viernes,No
8840311,HV513281,2012-10-09 08:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),No,No,24.0,50.0,2.0,41.998234373,-87.70210507,2012,10,9,8,Martes,No
8933053,HV605259,2012-12-16 14:00:00,THEFT,OVER $500,RESIDENCE,No,No,2.0,4.0,39.0,41.806902708,-87.595167367,2012,12,16,14,Domingo,Sí
9724759,HX374723,2014-08-05 09:42:00,BATTERY,AGG PO HANDS NO/MIN INJURY,OTHER,Sí,No,11.0,24.0,27.0,41.871732887,-87.716547025,2014,8,5,9,Martes,No
10796431,HZ567282,2016-12-27 23:03:00,ROBBERY,AGGRAVATED,HOTEL/MOTEL,No,No,20.0,40.0,4.0,41.982224277,-87.693594288,2016,12,27,23,Martes,No
9639577,HX290283,2014-06-02 08:40:00,OTHER OFFENSE,TELEPHONE THREAT,OTHER,No,No,6.0,18.0,71.0,41.740298586,-87.674115464,2014,6,2,8,Lunes,No
9749025,HX398832,2014-08-23 02:05:00,NARCOTICS,POSS: CRACK,STREET,Sí,No,10.0,22.0,29.0,41.846617813,-87.73741106,2014,8,23,2,Sábado,Sí
10405800,HZ142438,2016-02-06 12:05:00,ASSAULT,SIMPLE,LIBRARY,No,No,12.0,2.0,28.0,41.880927367,-87.679083567,2016,2,6,12,Sábado,Sí
9583942,HX234112,2014-04-22 20:30:00,THEFT,$500 AND UNDER,STREET,No,No,25.0,31.0,20.0,41.915209697,-87.73782052,2014,4,22,20,Martes,No
8971077,HW118880,2013-01-15 22:45:00,ASSAULT,SIMPLE,APARTMENT,No,Sí,11.0,24.0,26.0,41.875254627,-87.726496837,2013,1,15,22,Martes,No
8889712,HV559575,2012-11-08 22:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,16.0,38.0,15.0,41.945257538,-87.74767892,2012,11,8,22,Jueves,No
9038849,HW183987,2013-03-08 10:00:00,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",Sí,No,14.0,1.0,24.0,41.905447207,-87.685871795,2013,3,8,10,Viernes,No
8785973,HV460207,2012-09-04 01:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,20.0,40.0,2.0,41.989585393,-87.69085744,2012,9,4,1,Martes,No
10479382,HZ216181,2016-04-06 22:00:00,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,No,Sí,16.0,41.0,76.0,41.975979588,-87.845214419,2016,4,6,22,Miércoles,No
8837981,HV510903,2012-09-18 22:00:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,No,No,2.0,3.0,38.0,41.807017335,-87.621149515,2012,9,18,22,Martes,No
9298053,HW443427,2013-09-08 19:40:00,CRIMINAL TRESPASS,TO LAND,RESTAURANT,Sí,No,22.0,21.0,73.0,41.720099902,-87.643179411,2013,9,8,19,Domingo,Sí
9932953,HY122104,2015-01-20 13:08:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,Sí,No,8.0,13.0,65.0,41.754592961,-87.741528537,2015,1,20,13,Martes,No
8580863,HV255529,2012-04-24 02:35:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,8.0,14.0,58.0,41.812581823,-87.706700714,2012,4,24,2,Martes,No
10142313,HY331672,2015-07-07 14:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,No,Sí,6.0,17.0,71.0,41.750435288,-87.657916443,2015,7,7,14,Martes,No
10403938,HZ140353,2016-01-30 14:00:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,Sí,No,19.0,44.0,6.0,41.946294133,-87.650666382,2016,1,30,14,Sábado,Sí
9238159,HW384725,2013-07-29 19:45:00,CRIMINAL TRESPASS,TO LAND,OTHER COMMERCIAL TRANSPORTATION,Sí,No,1.0,2.0,28.0,41.874363279,-87.643013039,2013,7,29,19,Lunes,No
9747409,HX397182,2014-08-21 15:00:00,THEFT,$500 AND UNDER,CTA BUS,No,No,5.0,6.0,49.0,41.721738582,-87.622967448,2014,8,21,15,Jueves,No
9507453,HX162974,2014-02-21 15:45:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",No,No,25.0,30.0,19.0,41.929508665,-87.761883279,2014,2,21,15,Viernes,No
8490671,HV167943,2012-02-21 22:00:00,THEFT,OVER $500,STREET,No,No,12.0,32.0,24.0,41.896910635,-87.675860802,2012,2,21,22,Martes,No
10073974,HY262670,2015-05-16 13:10:00,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,POLICE FACILITY/VEH PARKING LOT,Sí,No,15.0,29.0,25.0,41.880186421,-87.768532463,2015,5,16,13,Sábado,Sí
8791867,HV465523,2012-09-07 15:30:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Sí,No,6.0,6.0,69.0,41.754900961,-87.607187151,2012,9,7,15,Viernes,No
10563505,HZ310480,2016-06-16 13:50:00,THEFT,$500 AND UNDER,SMALL RETAIL STORE,No,No,8.0,13.0,65.0,41.779210028,-87.722776272,2016,6,16,13,Jueves,No
9585218,HX235351,2014-04-24 10:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,14.0,1.0,22.0,41.916256734,-87.69716348,2014,4,24,10,Jueves,No
9366197,HW509624,2013-05-01 10:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,No,No,11.0,37.0,23.0,41.901247249,-87.733645157,2013,5,1,10,Miércoles,No
10552774,HZ299120,2016-06-08 18:00:00,THEFT,$500 AND UNDER,CONVENIENCE STORE,No,No,1.0,2.0,32.0,41.875178061,-87.627619404,2016,6,8,18,Miércoles,No
9755199,HX404998,2014-08-27 15:15:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,No,No,7.0,17.0,68.0,41.766418904,-87.652935891,2014,8,27,15,Miércoles,No
9905982,HX556614,2014-01-01 00:01:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,No,No,8.0,17.0,66.0,41.764726295,-87.681442069,2014,1,1,0,Miércoles,No
10343310,HY533985,2015-12-12 01:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Sí,No,8.0,16.0,66.0,41.78527258,-87.704535702,2015,12,12,1,Sábado,Sí
8865937,HV539618,2012-10-29 15:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,No,Sí,6.0,21.0,71.0,41.747020654,-87.642106959,2012,10,29,15,Lunes,No
